material,T_c
Bi2Sr1.6K0.4Ca1Cu2O8,64
Y0.9Pr0.1Ba2Cu3O7,83.3
Y0.8Pr0.2Ba2Cu3O7,75.2
Y0.7Pr0.3Ba2Cu3O7,59.1
Y0.6Pr0.4Ba2Cu3O7,49.4
Y0.5Pr0.5Ba2Cu3O7,28.9
Er1Ba2Cu3O6.53,54.3
Er1Ba2Cu3O6.64,61.3
Er1Ba2Cu3O6.78,78.2
Er1Ba2Cu3O6.87,94.5
Er1Ba2Cu3O7,92.5
Bi2Sr2Ca0.9Y0.1Cu2O8,81.5
Bi2Sr2Ca1Cu2O8,70.7
Bi2Sr2Ca0.8Y0.2Cu2O8,84.5
Bi2Sr2Ca0.7Y0.3Cu2O8,80
Bi2Sr2Ca0.6Y0.4Cu2O8,71.5
Bi2Sr2Ca0.5Y0.5Cu2O8,12
Bi2Sr2Ca0.55Y0.45Cu2O8,42
Y1Ba2Cu3O6.96,88.5
Y0.9Pr0.1Ba2Cu3O6.91,81
Y0.8Pr0.2Ba2Cu3O6.91,62.7
Y0.7Pr0.3Ba2Cu3O6.88,47.5
Y0.65Pr0.35Ba2Cu3O7.01,44.5
Y0.6Pr0.4Ba2Cu3O6.9,32
Y0.55Pr0.45Ba2Cu3O7.01,29.2
Y1Ba2Cu3O7,92.1
Eu1Ba2Cu3O7,92.15
Y1Ba2Cu3O7.1,91.3
La1.85Sr0.15Cu1O4,35
Bi2La0.5Ca1.5Cu2O,39.6
Bi2La0.3Ca2.7Cu2O,20.2
Bi2Pr0.5Ca1.5Cu2O,46.8
Ba0.6K0.4Bi1O3,29
La1Ba2Cu2.9O6.82,45
La1Ba2Cu3O6.85,93
Y1Ba2Cu3O6.9,92
Y1Ba2Cu2.9Zn0.1O6.94,57
Y1Ba2Cu2.9Al0.1O7.1,85
Y1Ba2Cu2.9Sn0.1O7.28,90
Tl2Ba2Ca2Cu3O,119
La2Cu1O4,21.5
La1.88Ba0.12Cu1O4,35
La1.84Sr0.16Cu1O4,37
La1.84Sr0.16Cu0.987Ni0.013O4,25
La1.84Sr0.16Cu0.975Ni0.025O4,15
Bi4Ca3Sr3Cu4O16,84.5
Bi4Ca3Sr3Cu4O16,93.5
Bi4Ca3Sr3Cu4O16,86.5
Bi2Sr2Cu1O6,10
Bi2Sr2Ca1Cu2O8,85
Bi2Sr2Ca2Cu3O10,110
Bi2Sr2Ca1Cu2O,80
Eu1Ba2Cu3O7,90
Bi2.15Sr1.68Ca1.17Cu2O,68
Bi2.4Sr2Ca1.6Cu3O,70
Li0.9Mo6O17,1.7
Bi2.2Sr2Ca1.8Cu3O,30
Bi2Sr2Ca2Cu3O,76
Bi1.95Sr2Ca2Cu3O,58
Bi1.8Sr2Ca2Cu3O,95
Bi1.7Sr2Ca2Cu3Pb0.3O,106
Bi1.9Sr2Ca2Cu3Pb0.3O,104
Bi1.8Sr2Ca2Cu3Pb0.6O,104
Y1Ba2Cu3O7,92.6
Y1Ba2Cu2.97Al0.03O7,86.1
Y1Ba2Cu2.94Al0.06O7,80.3
Y1Ba2Cu2.88Al0.12O7,68.6
Y1Ba2Cu2.82Al0.18O7,72.1
Y1Ba2Cu2.76Al0.24O7,72.1
Y1Ba2Cu2.7Al0.3O7,59.4
Y1Ba2Cu2.97Fe0.03O7,89
Y1Ba2Cu2.949Fe0.051O7,78
Y1Ba2Cu2.901Fe0.099O7,62
Y1Ba2Cu2.799Fe0.201O7,39
Y1Ba2Cu3O7,89
Y0.33Ba0.67Cu3O,97
Y2Ba3Cu5O,97
Y1Ba2Cu3O7.1,92
Y1.1Ba2Cu3O,77.5
Ba1Pb0.8Bi0.2O3,9.5
Y1Ba2Cu3O7,92.2
Y1Ba2Cu2.94Ga0.06O7,86.9
Y1Ba2Cu2.91Ga0.09O7,77.5
Y1Ba2Cu2.88Ga0.12O7,68.2
Y1Ba2Cu2.85Ga0.15O7,68.2
Y1Ba2Cu2.82Ga0.18O7,58.2
Y1Ba2Cu2.76Ga0.24O7,45.7
Y1Ba2Cu2.7Ga0.3O7,24.7
La1Ba2Cu3O7,92
Tl2Sr2Ca2Cu3O10,16
Tl2Sr1Ca2Cu3O9,70
Tl2.2Ca2Ba2.14Cu3.72O,110
Bi1.7Sr1.3Ca2Cu3O,95
Y1Ba2Cu3O6.94,95
Y1Ba2Cu3O7,91.8
Y1Ba2Cu3O6.78,85.4
Y1Ba2Cu3O6.76,77.8
Y1Ba2Cu3O6.72,60.8
Y1Ba2Cu3O6.6,58.9
Y1Ba2Cu3O6.53,54.8
Y1Ba2Cu3O6.51,45.4
Y1Ba2Cu3O6.3,28
Y1Ba2Cu2.73Fe0.27O7.1,69
La1.85Sr0.15Cu1O4,37.8
La1.85Sr0.15Cu0.995Zn0.005O4,35.1
La1.85Sr0.15Cu0.99Zn0.01O4,30.1
La1.85Sr0.15Cu0.985Zn0.015O4,22.1
La1.85Sr0.15Cu0.98Zn0.02O4,6.5
Y1Ba2Cu3O6.41,22.5
Y1Ba2Cu3O6.89,64.7
Y1Ba2Cu3O6.67,52.5
Y1Ba2Cu3O6.56,50.4
Y1Ba2Cu3O6.49,37.5
Y1Ba2Cu2.955Fe0.045O7,82.6
Y1Ba2Cu2.895Fe0.105O7,67
Y1Ba2Cu2.85Fe0.15O7,61
Y1Ba2Cu2.7Fe0.3O7,2
Y1Ba2Cu2.829Zn0.171O7,2.2
Y1Ba2Cu2.85Zn0.15O7,12.5
Y1Ba2Cu2.868Zn0.132O7,19.3
Y1Ba2Cu2.901Zn0.099O7,37.5
Y1Ba2Cu2.919Zn0.081O7,47.4
Y1Ba2Cu2.949Zn0.051O7,62.7
Y1Ba2Cu2.97Zn0.03O7,72.3
Y1Ba2Cu3O7,87.8
Y1Ba2Cu3O7,91.25
Y1Ba2Cu3S0.001O7,92
Y1Ba2Cu3S0.05O7,93.5
Y1Ba2Cu3Se0.05O7,91
Y1Ba2Cu3O6.9,80
Sm1Ba2Cu3O6.944,94
Sm1.2Ba1.8Cu3O6.965,47
Sm1.1Ba1.9Cu3O7,73
Sm1.35Ba1.65Cu3O7,8.5
Bi2Sr2Ca0.67Y0.33Cu2O8,34.3
Bi2Sr2Ca0.83Y0.17Cu2O8,48.4
Bi2Sr2Ca1Cu2O8,52.4
Bi2Sr2Ca0.5Y0.5Cu2O8,17
Bi1Pb0.1Sr1Ca1Cu2O,111
Bi1Pb0.2Sr1Ca1Cu2O,109
Bi1Pb0.3Sr1Ca1Cu2O,105
Bi1Pb0.4Sr1Ca1Cu2O,101.5
Bi0.8Pb0.1Sr0.8Ca1Cu1.4O,101
Bi0.8Pb0.2Sr0.8Ca1Cu1.4O,105.5
Bi0.8Pb0.3Sr0.8Ca1Cu1.4O,104
Bi0.8Pb0.4Sr0.8Ca1Cu1.4O,100.5
Y1Ba1.95Cs0.05Cu3O7,85.5
Bi2.2Sr1.8Ca1Cu2O,90
Y1Ba2Cu3O6.9,82
Y1Ba2Cu3O6.95,89.9
Y1Ba2Cu3O7,91.1
Eu1Ba2Cu3O,94.8
Y1Ba2Cu3O7,93.15
Y1Ba2Cu3O7,92.11
Y0.96Tb0.04Ba2Cu3O7,92.01
Y0.92Tb0.08Ba2Cu3O7,92.01
Y0.88Tb0.12Ba2Cu3O7,92.1
Y1Ba2Cu3O7,91.06
Y1Ba2Cu2.97Ga0.03O7,90.88
Y1Ba2Cu2.94Ga0.06O7,87.99
Y1Ba2Cu2.91Ga0.09O7,83.71
Y1Ba2Cu2.88Ga0.12O7,79.89
Y1Ba2Cu2.85Ga0.15O7,78.49
Y1Ba2Cu2.82Ga0.18O7,79.24
Y1Ba2Cu2.79Ga0.21O7,76.91
Y1Ba2Cu2.76Ga0.24O7,71.79
Y1Ba2Cu2.73Ga0.27O7,67.04
Y1Ba2Cu2.67Ga0.33O7,65.64
Y1Ba2Cu2.61Ga0.39O7,64.8
Y1Ba2Cu2.55Ga0.45O7,65.36
Y1Ba2Cu2.4Ga0.6O7,63.31
Y1Ba2Cu3O7,89.66
Y1Ba2Cu2.97Zn0.03O7,78.21
Y1Ba2Cu2.94Zn0.06O7,67.04
Y1Ba2Cu2.91Zn0.09O7,55.87
Y1Ba2Cu2.88Zn0.12O7,47.02
Y1Ba2Cu2.85Zn0.15O7,45.53
Y1Ba2Cu2.82Zn0.18O7,46.18
Y1Ba2Cu2.885Zn0.195O7,32.4
Y1Ba2Cu2.79Zn0.21O7,35.2
Y1Ba2Cu2.7Zn0.3O7,27
Y1Ba2Cu2.76Zn0.24O7,29.05
Bi2Sr2.8Nd0.2Cu2O,62.94
Bi2Sr2.7Nd0.3Cu2O,63.38
Bi2Sr2.6Nd0.4Cu2O,55.28
Bi2Sr2.5Nd0.5Cu2O,50.09
Bi2Sr2Ca1Cu2O,72.18
Bi2Sr1.9La0.1Ca1Cu2O,85.04
Bi2Sr1.8La0.2Ca1Cu2O,90.58
Bi2Sr1.7La0.3Ca1Cu2O,86
Bi2Sr1.6La0.4Ca1Cu2O,75.18
Bi2Sr1.5La0.5Ca1Cu2O,55.63
Bi2Sr1.4La0.6Ca1Cu2O,39.44
Bi1Sr1Cu1O,5.28
Bi1Sr0.95Nd0.05Cu1O,8.01
Bi1Sr0.9Nd0.1Cu1O,10.74
Bi1Sr0.85Nd0.15Cu1O,13.56
Bi1Sr0.8Nd0.2Cu1O,14.79
Bi1Sr0.75Nd0.25Cu1O,14.96
Bi1Sr0.7Nd0.3Cu1O,13.2
Bi1Sr0.65Nd0.35Cu1O,10.21
Tl2.5Nd1Sr2Cu2.5O,28.575
Tl2.5Pb0.2Nd1Sr2Cu2.5O,36.48
Tl2.5Pb0.5Nd1Sr2Cu2.5O,39.87
Tl2.5Pb0.6Nd1Sr2Cu2.5O,39.785
Tl2.5Pb0.7Nd1Sr2Cu2.5O,36.585
Tl2.5Pb1Nd1Sr2Cu2.5O,41.26
Tl2.5Pb0.3Pr1Sr2Cu2.5O,39.06
Tl2.5Pb0.5Pr1Sr2Cu2.5O,27.89
Tl2.5Pb0.65Pr1Sr2Cu2.5O,30.28
Tl2.5Pb0.8Pr1Sr2Cu2.5O,27.81
Tl2.5Pb1Pr1Sr2Cu2.5O,39.22
Y1Ba2Cu2.98Ni0.02O7,91.6
Y1Ba2Cu2.95Ni0.05O7,90.6
Y1Ba2Cu2.9Ni0.1O7,83
Y1Ba2Cu2.8Ni0.2O7,79.4
Y1Ba2Cu2.6Ni0.4O7,71
Bi2Ca1Sr2Cu2O8,88
Ba1Y0.67La0.33Cu1.8Li0.2O,90
Tl1.5Pb0.3Nd2Sr2Cu2O,37.5
Tl1.5Pb0.5Nd2Sr2Cu2O,37.9
Tl1.5Pb0.7Nd2Sr2Cu2O,30.45
Tl1.5Pb1Nd2Sr2Cu2O,44.1
Tl1.5Pb0.5Sm2Sr2Cu2O,23.6
Tl1.5Pb0.5Pr2Sr2Cu2O,16.7
Tl1.5Nd1Sr2Cu3O,36.1
Tl1.5Nd2Sr2Cu3O,29.8
Tl1.5Pb0.5Nd1Sr2Cu3O,39.6
Tl1.5Pb0.5Nd2Sr2Cu3O,38.8
Tl1.5Nd2Sr2Cu2O,28.65
Nd1.85Ce0.15Cu1O3.93,24
Pr1.85Ce0.15Cu1O4,17
Sm1.85Ce0.15Cu1O4,15
Y1Ba2Cu2.6Ni0.4O7,58
Sm1La0.75Sr0.25Cu1O3.95,20
Bi1Sr1Cu1O,6.7
Bi1.95La0.05Sr1Cu1O,20
La1.8Sr0.2Cu1O4,36
La1.92Sr0.08Cu1O,21.8
La1.88Sr0.12Cu1O,30.3
La1.84Sr0.16Cu1O,38
La1.8Sr0.2Cu1O,32.7
La1.76Sr0.24Cu1O,18.7
La1.91Sr0.09Cu1O4,11
Y1Ba2Cu3O6.7,85.4
La1.8Ba0.2Cu1O4,28
La2Cu1O4,33
Bi2Sr2Ca2Cu2O,84
La1.925Sr0.075Cu1O4,21.2
La1.887Sr0.113Cu1O4,29.7
La1.812Sr0.188Cu1O4,34.4
La1.775Sr0.225Cu1O4,23
La1.737Sr0.263Cu1O4,8
Y2Ba4Cu7O15,55
Eu2Ba4Cu7O15,45
Gd2Ba4Cu7O15,45
Dy2Ba4Cu7O15,50
Ho2Ba4Cu7O15,55
Er2Ba4Cu7O15,55
Ba0.77K0.23Bi1O3,28
Ba0.7K0.75Bi1O,29
Ba0.9K0.2Bi1O3,20
Ba0.9K0.24Bi1O3,22
Ba0.9Rb0.2Bi1O3,15
Ba0.6K0.4Bi1O3,26
Sm1Ba2Cu3O6.941,90.7
Sm1Ba2Cu3O7,95.5
Sm1Ba2Cu3O6.927,88.1
Sm1Ba2Cu3O6.9,87
Sm1Ba2Cu3O6.878,91.1
Sm1Ba2Cu3O6.813,83.6
Sm1Ba2Cu3O6.773,87.8
Sm1Ba2Cu3O6.734,67.6
Sm1Ba2Cu3O6.709,59.8
Sm1Ba2Cu3O6.554,44.7
Y1Ba2Cu3O,90.53
La1Ba2Cu3O,47.73
Nd1Ba2Cu3O,87.63
Sm1Ba2Cu3O,92.33
Eu1Ba2Cu3O,93.83
Dy1Ba2Cu3O,91.23
Ho1Ba2Cu3O,89.43
Er1Ba2Cu3O,91.1
Tm1Ba2Cu3O,90.1
Bi2Sr2Ca1Cu2O8,83
Bi2Sr2Ca1Cu2O8,25
Nd1.85Ce0.15Cu1O4,20.9
Bi2Sr2Ca1Cu2O,82
Y1Ba1.9Ca0.1Cu3O6.84,85
Y1Ba1.9Sr0.1Cu3O6.89,89
Y1Ba2Cu2.975Zn0.025O6.93,82.8
Y1Ba2Cu2.95Zn0.05O6.94,73.9
Y1Ba2Cu2.925Zn0.075O6.94,65
Y1Ba2Cu2.9Zn0.1O6.94,56.9
Y1Ba2Cu2.8Zn0.2O6.88,54.7
Y1Ba2Cu2.7Zn0.3O6.92,47.2
Y1Ba2Cu2.97Fe0.03O7,91
Y1Ba2Cu2.82Fe0.18O7,72.2
Y0.9Er0.1Ba1.9Sr0.1Cu3O7,88
Y0.9Ho0.1Ba2Cu3O7,60
Y1Ba2Cu2.975Zn0.025O6.85,72.85
Y1Ba2Cu2.95Zn0.05O6.85,66.19
Y1Ba2Cu2.925Zn0.075O6.85,63.6
Y1Ba2Cu2.9Zn0.1O6.85,50.08
Y1Ba2Cu2.85Zn0.15O6.85,47.6
Y1Ba2Cu2.8Zn0.2O6.85,30.69
Y1Ba2Cu2.8Ni0.2O7,63.5
Y1Ba2Cu2.88Ni0.12O7,74.3
Y1Ba2Cu2.75Ni0.25O7,54
Y1Ba2Cu2.72Ni0.28O7,51
Y1Ba2Cu2.89Co0.11O7,64
Y1Ba2Cu2.82Co0.18O7,46
Bi2Sr2Ca1Cu2O,86
Y1Ba2Cu3O7,89.5
Y1Ba2Cu3O7,81
Bi2Sr2Ca1Cu2O8,90
Y1Ba1.9K0.1Cu3O6.9,91.5
La1.8Sr0.2Cu1O4,37.2
Y1Ba2Cu3O7,90.5
Tl2Ba2Ca1Cu2O,101
Tl2Ba2Cu1O,10
Y1Ba2Cu3O7,91.4
Y1Ba2Cu2.97Fe0.03O7,91.2
Y1Ba2Cu2.94Fe0.06O7,89.3
Y1Ba2Cu2.88Fe0.12O7,77.3
Y1Ba2Cu3O7,95
Y1.1Ba1.9Cu3O7,91
Y1Ba2Cu3O6.5,50
Y1Ba2Cu3O6.92,91
Y1Ba2Cu3O6.66,50
Y1Ba2Cu3O6.95,91
La1.8Sr0.2Cu1O4,35
Gd1Ba2Cu3O7,92.7
Gd1Ba2Cu3O7,49
Gd1Ba2Cu2.925Fe0.075O7,81.3
Gd1Ba2Cu2.85Fe0.15O7,63.1
Gd1Ba2Cu2.7Fe0.3O7,2.9
Y1Ba2Cu3O7,88.9
Y1Ba2Cu3O7,89.2
Y1Ba2Cu3O7,90.1
Bi4.1Sr2.4Ca2.4Cu4O,75
Y0.9Ba2.1Cu3O7,92
Y1.1Ba1.9Cu3O7,92
Ba0.6K0.4Bi1O3,27
La1.8Ba0.2Cu1O4,31
La1.8Sr0.2Cu1O4,32.5
Bi1.7Pb0.2Sb0.1Sr2Ca2Cu3O,116
Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O,116
Bi1.5Pb0.4Sb0.1Sr2Ca2Cu3O,110
Bi1.4Pb0.5Sb0.1Sr2Ca2Cu3O,109
La1.8Sr0.2Cu1O4,41.5
La1.85Ba0.15Cu1O4,29
Y1Ba2Cu3O7,88.5
Tl2Ba2Ca2Cu3O10,105
Bi2Sr2Ca1Cu2O8,98
Bi2Sr2Ca6Cu8O19,80
Bi2Sr2Ca1Cu2O8,84
Bi2Sr2Ca2Cu4O11,95
Tl1Ba1Ca1Cu2O5.5,114
Bi2.15Sr1.68Ca1.17Cu2O8,80
Tl2Ba2Ca1Cu2O7.876,110
Tl2Ba2Ca1Cu2O7.833,112
Tl2Ba2Ca1Cu2O8,87
Tl2Ba2Ca1Cu2O7.984,92
Tl2Ba2Ca1Cu2O7.978,95
Tl2Ba2Ca1Cu2O7.958,107
Tl2Ba2Ca1Cu2O7.946,107
Tl2Ba2Ca2Cu3O10,115
Tl2Ba2Ca2Cu3O9.964,112
Tl2Ba2Ca2Cu3O9.877,111
Tl2Ba2Ca2Cu3O9.841,110
Tl0.5Pb0.5Ca0.8Er0.2Sr2Cu2O,110
Tl2Ba2Ca2Cu3O10,110
Tl2Ba2Cu1O5.989,10
Y1Ba2Cu3O6.29,21.9
Y1Ba2Cu3O6.34,23.5
Y1Ba2Cu3O6.43,26.4
Y1Ba2Cu3O6.5,50.1
Y1Ba2Cu3O6.54,54
Y1Ba2Cu3O6.58,56.3
Y1Ba2Cu3O6.64,59.7
Y1Ba2Cu3O6.72,85
Y1Ba2Cu3O6.8,93.9
Y1Ba2Cu3O6.87,93.2
Tl2Ba2Cu1O5.957,38
Tl2Ba2Cu1O5.947,50
Tl2Ba2Cu1O5.943,56
Tl2Ba2Ca1Cu2O7.984,90
Tl2Ba2Cu1O5.94,58
Tl2Ba2Cu1O5.929,70
Tl2Ba2Cu1O5.912,82
Tl2Ba2Cu1O5.876,87
Tl2Ba2Cu1O5.963,53
Tl2Ba2Cu1O6,50
Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O10,109
Ho1Ba2Cu4O8,78.5
Ho1Ba2Cu4O8,77
Ho0.95Ca0.05Ba2Cu4O8,81
Ho0.9Ca0.1Ba2Cu4O8,87
Ho0.85Ca0.15Ba2Cu4O8,87
Ho0.8Ca0.2Ba2Cu4O8,87
Ho0.7Ca0.3Ba2Cu4O8,87
Y1Ba2Cu4O8,81
Y0.95Ca0.05Ba2Cu4O8,84
Y0.9Ca0.1Ba2Cu4O8,89.5
Y0.85Ca0.15Ba2Cu4O8,90
Y0.8Ca0.2Ba2Cu4O8,90
Y0.7Ca0.3Ba2Cu4O8,90
La1.8Sr0.2Cu1O4,34
Bi1.85Pb0.35Sr1.9Ca2.1Cu3.1O,112
Bi4Sr4Ca2Cu4O16.25,82.4
Bi4Sr4Ca1.9Tm0.1Cu4O16.28,83.9
Bi4Sr4Ca1.8Tm0.2Cu4O16.38,83.9
Bi4Sr4Ca1.5Tm0.5Cu4O16.5,84.3
Bi4Sr4Ca1Tm1Cu4O16.67,37.7
Bi4Sr4Ca0.5Tm1.5Cu4O16.91,1.5
Bi4Sr4Ca1.5Eu0.5Cu4O16,84.3
Bi4Sr4Ca1Eu1Cu4O16,28.5
Bi4Sr4Ca0.5Eu1.5Cu4O16,1.5
Bi4Sr4Ca1.5Er0.5Cu4O16,84.3
Bi4Sr4Ca1Er1Cu4O16,32.9
Bi4Sr4Ca0.5Er1.5Cu4O16,1.5
Bi4Sr4Ca1.5Ho0.5Cu4O16,84.3
Bi4Sr4Ca1Ho1Cu4O16,40.7
Bi4Sr4Ca0.5Ho1.5Cu4O16,1.5
Bi4Sr4Ca3Cu4O16.29,81
Bi4Sr3Ca2.9Tm0.1Cu4O16.36,80
Bi4Sr3Ca2.8Tm0.2Cu4O16.41,83
Bi4Sr3Ca2.5Tm0.5Cu4O16.52,81
Bi4Sr3Ca2Tm1Cu4O16.73,46.5
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.25,71
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.25,72
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.26,73
Tl5Ba5Ca2Cu6O,106
Y1Ba2Cu2.97Fe0.03O7,84
Bi2Sr2Ca2Cu3O,105.7
Y1Ba2Cu2.895Fe0.105O7,63
Y1Ba2Cu2.901Co0.099O7,70
Y1Ba2Cu2.955Zn0.045O7,67
Y1Ba2Cu2.82Zn0.18O7,35
Y1Ba2Cu2.94Ni0.06O7,83
Tl2Ba2Ca1Cu2O8,113.1
Bi2Sr2Ca1Cu2O8,82
Tl1Ba1.2La0.8Cu1O5,52
Bi2Sr2Ca1Cu2O8,80
Bi2Sr1.5Ca1.5Cu2O8.19,83
Bi2Sr1.5Ca1.5Cu2O8.22,73
Bi2Sr1.5Ca1.5Cu2O8.25,67
Bi2Sr2Ca1Cu2O8,68
Bi2Sr2Ca1Cu2O8,64
Bi2Sr2Ca0.5Y0.5Cu2O8.33,40
Bi2Sr2Ca1Cu2O8.23,70
Bi2Sr2Ca0.9Y0.1Cu2O8.23,90
Bi2Sr2Ca0.7Y0.3Cu2O8.3,86
Bi2Sr2Ca0.65Y0.35Cu2O8.3,74
Bi2Sr2Ca0.6Y0.4Cu2O8.29,64
Er1Ba2Cu3O7,92
Tm1Ba2Cu3O,92
Gd1Ba2Cu3O,91.1
Dy1Ba2Cu3O,91.8
Ho1Ba2Cu3O,92.4
Er1Ba2Cu3O,92.5
Tm1Ba2Cu3O,91.8
Y1Ba2Cu4O7.8,77.5
Y1Ba1.9Sr0.1Cu4O7.9,78
Y1Ba1.8Sr0.2Cu4O7.9,78
Y1Ba1.6Sr0.4Cu4O7.9,79
Eu2.67Ce1.33La1.33Ba1.33Sr1.33Cu6O,28.5
Dy2.67Ce1.33La1.33Ba1.33Sr1.33Cu6O,6
Y1Ba1.4Sr0.6Cu4O7.8,78.5
Y1Ba1.2Sr0.8Cu4O7.9,79
Y1Ba2Cu3O6.9,92.5
Y1Ba1.8Sr0.2Cu3O6.8,90.5
Y1Ba2Cu3O7,93.4
Y0.95Ca0.05Ba1.6Sr0.4Cu4O7.8,82
Y0.9Ca0.1Ba1.6Sr0.4Cu4O7.8,85.5
Y1Ba1.6Sr0.4Cu3O6.8,88.5
Y1Ba1.4Sr0.6Cu3O6.8,86
Y1Ba1.2Sr0.8Cu3O6.8,86
Y1Ba1Sr1Cu3O6.8,83.5
Y1Ba0.8Sr1.2Cu3O6.8,82
Y1Ba2Cu4O7.96,86
Nd1.85Ce0.15Cu1O4,18.4
Sm1.85Ce0.15Cu1O4,21.1
Pr1.85Ce0.15Cu1O4,22.4
Bi2Sr2Ca1Cu2O8.11,86.4
Bi2Sr2Ca1Cu2O8.16,92.7
Bi2Sr2Ca1Cu2O8.19,88
Bi2Sr2Ca1Cu2O8.22,78.5
Tl2Ba2Cu1O6.1,92.4
Tl2Ba2Cu1O6.12,87.8
Tl2Ba2Cu1O6.16,64.9
Tl2Ba2Cu1O6.19,45.3
Y1Ba2Cu4O7.986,80
Y1Ba2Cu3O,92.4
Dy1Ba2Cu3O,92.1
Bi4Sr3Ca2Y1Cu4O16,43.5
Bi4Sr3Ca1.6Y1.4Cu4O16,79.8
Bi4Sr3Ca1.5Y1.5Cu4O16,86.1
Bi4Sr3Ca1.4Y1.6Cu4O16,85.8
Bi4Sr3Ca1.2Y1.8Cu4O16,79.3
Bi4Sr3Ca1Y2Cu4O16,64.1
Bi2Sr2Ca0.5Y0.5Cu2O8,41
Bi2Sr2Ca0.6Y0.4Cu2O8,62.7
Bi2Sr2Ca0.7Y0.3Cu2O8,81.4
Bi2Sr2Ca0.75Y0.25Cu2O8,89.4
Nd1Ba2Cu3O6.84,93
Nd1.1Ba1.9Cu3O6.9,92
Nd1.2Ba1.8Cu3O6.96,80
Nd1.3Ba1.7Cu3O7,69
Nd1.4Ba1.6Cu3O7.09,38
Nd1.5Ba1.5Cu3O7.14,20
Bi2Sr2Ca0.8Y0.2Cu2O8,89.6
Bi2Sr2Ca0.9Y0.1Cu2O8,76
Bi2Sr2Ca1Cu2O8,71.8
La1.91Ba0.09Cu1O4,28.8
La1.87Ba0.13Cu1O4,4.2
La1.84Ba0.16Cu1O4,28.8
La1.78Ba0.22Cu1O4,32
La1.85Sr0.15Cu1O4,36.4
Y1Ba2Cu3O6.7,60
Gd1Ba2Cu2.925Zn0.075O,54
Gd1Ba2Cu2.85Zn0.15O,37
Gd1Ba2Cu2.775Zn0.225O,35
Gd1Ba2Cu3O,91
Gd1Ba2Cu2.925Ni0.075O,79
Gd1Ba2Cu2.85Ni0.15O,71
Gd1Ba2Cu2.775Ni0.225O,65
Ba0.5K0.5Bi1O3,24
Bi1.7Pb0.3Sr2Ca3Cu4O,110
Bi2.05Pb0.05Sr1.9Cu1O,9.4
Bi2Pb0.1Sr1.9Cu1O,8.4
Bi1.95Pb0.15Sr1.9Cu1O,6.4
Bi1.9Pb0.2Sr1.9Cu1O,4.7
Ho1Ba2Cu3O7,95
Dy1Ba2Cu3O7,90
Y1Ba2Cu2.88Fe0.12O,76.1
Y1Ba2Cu3O7,84
Y1Ba2Cu3.85O6.85,93
La1.83Sr0.17Cu1O4,37
La1.8Ba0.2Cu1O4,25.6
La1.84Sr0.16Cu1O4,38.5
La1.85Sr0.15Cu1O4,32
La1.85Sr0.15Cu1O4,35.9
La1.825Sr0.175Cu1O4,36
La1.8Sr0.2Cu1O4,30
La1.85Sr0.15Cu1O4,37
La1.85Ca0.15Cu1O4,17
La1.89Sr0.11Cu1O4,10
Nd1.85Ce0.15Cu1O4,23
Y1Ba2Cu3O9,89
Y1Ba2Cu3O7,85
Y1Ba2Cu3O7,88
Y1Ba2Cu3O7,83
Y1Ba2Cu2.85Fe0.15O7,73.7
Y1Ba2Cu2.775Fe0.225O7,57.6
Y1Ba2Cu2.7Fe0.3O7.15,36
Bi1.6Pb0.4Sr2Cu2.95Mo0.05O,107.1
Bi1.6Pb0.4Sr2Cu2.9Mo0.1O,107
Bi1.6Pb0.4Sr2Cu2.85Mo0.15O,98.5
Bi1.6Pb0.4Sr2Cu2.8Mo0.2O,98.4
Bi1.6Pb0.4Sr2Cu2.75Mo0.25O,96.9
Bi1.6Pb0.4Sr2Cu2.7Mo0.3O,96.9
Y1Ba2Cu2Pb1O,90
Ba0.6K0.4Bi1O3,16
Tl1Sr1.3Nd0.7Ca1Cu2O7,81
Tl0.5Pb0.5Sr2Ca1Cu2O7,85
Y1Ba2Cu3O7,89.8
Y1Ba2Cu2.985Fe0.015O7,90
Y1Ba2Cu2.97Fe0.03O7,89.2
Y1Ba2Cu2.955Fe0.045O7,86.7
Y1Ba2Cu2.94Fe0.06O7,86.4
Y1Ba2Cu2.925Fe0.075O7,86.4
Y1Ba2Cu2.91Fe0.09O7,82.8
Y1Ba2Cu3O,90.71
Y1Ba2Cu2.85Ag0.15O,91.3
Y1Ba2Cu2.7Ag0.3O,90.2
Y1Ba2Cu2.55Ag0.45O,87.6
Bi2Sr2Ca1Cu1O8,77
Bi2Sr2Ca1Cu0.995Fe0.005O8,77
Bi2Sr2Ca1Cu0.98Fe0.02O8,66
Bi2Sr2Ca1Cu0.95Fe0.05O8,52
Bi1.84Pb0.34Sr1.91Ca2.03Cu3O,107
Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O,109.6
Bi1.8Pb0.2Sr2Ca2Cu3O,107
Bi3.7Pb0.3Sr3Ca3Cu4O,107
Ba0.6K0.4Bi1O3,18
Y1Ba2Cu2.85Zn0.15O6.97,39
Y1Ba2Cu2.85Zn0.15O6.9,32.5
